Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,id,description
South Yarra,8/101 Caroline St,2,u,1240000,S,RT,2016-10-15 00:00:00,3.3,3141,2,2,2,0.0,0.0,0,Stonnington,-37.8343,144.9888,Southern Metropolitan,14887,5651,"The apartment is located right down by the sandy beach on the 2nd floor (Norwegian 3rd floor), and was completely renovated in 2016. One bedroom and one bathroom. Designed for 2-4 people, with a sofa bed for 2 in the living room. 2 French balconies with a wonderful view of the sea and people's life. Villajoyosa is full of life during the day, but all the restaurants close at a reasonable time, so a good night's sleep is guaranteed. Above the old town, there is a lively Spanish town with 35,000 inhabitants, almost completely devoid of tourism throughout the year. There is an incredibly pleasant atmosphere there!
The apartment is registered and approved for rental with Turisme Comunitat Valenciana. The certification provides extra security.
Rental prices:
Low season 01.11.-30.03.: 434 euros / week
High season 01.04.-30.06. and 1.9.-31.10.: 665 euros / week
Peak season 01.07.-31.08. 819 euros / week
Price changes may occur.
Long-term rental min. 2 months: price on request.
If there are many of you, the apartment on the floor above with the associated roof terrace can also be rented. It has 2 double bedrooms and 2 bathrooms."
Hughesdale,3/14 Rugby Rd,2,u,455000,S,Fletchers,2016-04-16 00:00:00,13.0,3166,2,1,2,0.0,60.0,1960,Monash,-37.8942,145.0867,Southern Metropolitan,3145,3343,"The apartment is centrally located in Juan Les Pins, in the heart of the French Riviera. It is only a few minutes' walk to a long and fine public sandy beach. Good restaurants can be found all along the beach, and not least in the center of JLP.

It is walking distance to the old town of Antibes. If you want to jog or go for a slightly longer walk, beautiful Cap'd Antibes is recommended, where some of the most beautiful residences on the Riviera are also located. Outside are the Mediterranean's largest yachts.

The apartment is located in a beautiful garden complex with 14 apartments, on the ground floor with a large and substantial terrace with outdoor kitchen, dining area, sofa group and sunbeds.

The apartment consists of 2 bedrooms, living room with open kitchen, bathroom and separate toilet. It is not that big, but it is compensated by the delicious terrace of 40 m2. The terrace and the apartment are well shielded from view and completely free from noise. The location is at ground level with a view of the pool.

The apartment has air conditioning, wireless internet, TV, dishwasher, washing machine and tumble dryer, as well as a garage downstairs.

Grocery store, bakery, restaurants etc. are just down the road."
West Footscray,8 Dongola Rd,3,h,913000,S,hockingstuart,2016-11-19 00:00:00,8.2,3012,3,1,3,448.0,96.0,1925,Maribyrnong,-37.7911,144.8821,Western Metropolitan,5058,7258,"Great newly renovated penthouse with fantastic sea views and large roof terrace. Unique views of the Mediterranean, the Esterel Mountains and the Bay of Cannes. The apartment is located right by the beach. Cafes, restaurants and shops in the immediate vicinity. It is a 10-minute walk from the apartment to the congress center where, among other things, the film festival in Cannes is held. The apartment consists of a large living room with a dining area and access to a balcony, a top-equipped kitchen, 5 separate bathrooms, WC and 6 bedrooms, one with a sea view and balcony. There is a separate roof terrace of approx. 190 m2 with lounge, sunbeds, dining table and barbecue.

The apartment has air conditioning, internet, TV and remote-controlled awnings. Guest parking outside the apartment and/or in the garage when guest parking is occupied.

Cleaning is mandatory and costs €250, bed linen costs €20 per set."
Richmond,183 Mary St,4,h,1500000,PI,Biggin,2016-05-28 00:00:00,2.6,3121,4,2,1,162.0,89.0,0,Yarra,-37.8252,145.0013,Northern Metropolitan,14949,5433,"Welcome to Garlislette 8!

Large and spacious cabin built in 2005, with a highly desirable location in Beitostølen-Garli. The cabin has a substantial layout over 2 floors, and maintains a consistently good standard of materials and furnishings. The property is secluded and unobtrusive on a small hill at the gate to Jotunheimen (approx. 1000 m above sea level), fenced with cozy Valdres ski garden. Miles of groomed ski slopes right outside the cabin wall in a quiet and peaceful area. Fantastic view towards i.a. Slettefjell, Beitotjern, and Mugnetind. Short drive to the center of Beitostølen (approx. 5 min) with shops, restaurants, nightclubs and alpine slopes. Short drive to Raudalen Alpinsenter (approx. 10 min drive), with more challenging slopes and wonderful off-piste opportunities in untouched terrain."
Richmond,23a Dickmann St,3,t,975000,PI,Jellis,2016-08-22 00:00:00,2.6,3121,3,1,1,383.0,0.0,1993,Yarra,-37.8248,144.9976,Northern Metropolitan,14949,5391,"Amazing escape with terrific ocean view in Hovenäset (Bohuslän). Hovenäset is everything Bohuslän is all about. A treasure, a very cosy place. Also near everything.

The top two floors of the house is on seasonal rental.
Close to bath and beach, just 5 min walk. 2 parking spaces. Fiber internett.

5 min with car to big super market, restauraunts, liquor store, pharmacy and all you need in Kungshamn / Smögen.

Hovenäset is a treasure - a little cosy place reminding us about what Bohuslän really is about. Hovenäset is located 2 km from Kungshamn. Other places nearby are Smögen, Hunnebostrand and Bohus-Malmön. For those who travel with kids you can visit the Nordens Ark (Zoo) located nearby. The Sotenäs golf course is very close."
Hadfield,13 Gish Ct,5,h,800000,VB,YPA,2016-04-23 00:00:00,12.1,3046,5,2,1,808.0,0.0,0,Moreland,-37.7091,144.9491,Northern Metropolitan,2606,3002,"Welcome to Ryskdalen cottage area 248.

We are pleased to present this cozy family cabin located high up in the Ryskdalen cabin area with good sunny conditions and a fantastic view.

In short:

3 bedrooms on the main floor.
Attic living room/bedroom on 2nd floor.
Bath from 2021.
Jacuzzi.
Annex with sauna.
Good storage options.
Nice view.
Adventurous nature.
Well-maintained and spacious cabin.
Electric car charging.
Welcome to a pleasant viewing!"
Altona,164 Maidstone St,3,h,635000,S,Sweeney,2016-05-14 00:00:00,13.8,3018,3,1,4,625.0,0.0,1960,Hobsons Bay,-37.8611,144.8114,Western Metropolitan,5301,165,"Nice and sunny detached house with newly renovated swimming pool in a pleasant and quiet residential area in Foia Blanca for rent.

The property is in a great location with a nice view of the surrounding areas from the roof terrace. Around the residential area there are nice walks in beautiful orange groves. The outdoor area is nicely planted with, among other things, fruit trees, fenced and has a nice newly renovated swimming pool, outdoor furniture and sunbeds.

The home is on one level and has a good standard. It contains a living room, dining room, open plan kitchen with all facilities, laundry room and hall. There are 3 bedrooms, where 2 have their own bathrooms with showers directly from the bedroom. In addition, there is another bathroom with a shower. A total of 8 beds including an extra bed in one bedroom. (this for a small supplement). High chair and cot also available if desired (additional charge).

With a radius of 10-15 minutes driving, you have several nice beaches, activity parks, golf courses and opportunities for mountain trips. Only 5 minutes drive to the nearest supermarket, shopping and restaurants.
Altea and the venerable old town are also only about 10 minutes away. Only 45 minutes away from Alicante Airport. 40 minutes to the marina in Alicante city and 1 hour and 15 minutes to beautiful Valencia.

Bed linen, towels, internet/TV are included in the rent.
Supplements for consumption of water and gas are added at NOK 400 per week.
Electricity is paid according to consumption.
Mandatory final cleaning is NOK 1,750.00
Deposit NOK 5,000.00, which is refunded after departure if there is nothing special.

Advance payment is 30% of the rent and the remainder to be paid no later than 4 weeks before arrival.

We welcome all our guests on arrival. This is for a short review and possibly answer questions, give tips etc. Everything to ensure you have the best possible holiday/stay!"
Chelsea,30 Mulkarra Dr,3,h,840000,S,Ray,2017-03-06 00:00:00,27.0,3196,3,2,2,534.0,126.0,1975,Kingston,-38.04683,145.1261,South-Eastern Metropolitan,3906,9097,"Welcome to Banhammaren 1 B - Presented by EiendomsMegler 1 Lofoten.

Newly built, modern and fully furnished combined leisure and rental apartment located by the sea in Henningsvær. Henningsvær is an old fishing village in Lofoten, which has become a very popular tourist destination. The place offers wonderful nature experiences, both in the mountains and at sea.

This apartment is on the 2nd floor on the quayside and has access from an external staircase. It contains entrance/hallway, bathroom/laundry room and bathroom, 2 bedrooms, living room with open living/kitchen area and loft. There is access to a private balcony from the living room. Stylish apartment furnished with modern furnishings and furniture, as well as great photos from the local area on the walls. Everything is included so that the buyer can use it immediately themselves, or rent it out. The seller has used a local company that assists with letting. Outside the apartment there is a shared parking area, quay and flats. Download the sales statement for additional information.

Welcome to a pleasant viewing."
Richmond,35 Shelley St,2,h,905000,S,Biggin,2016-10-15 00:00:00,2.6,3121,2,1,0,139.0,54.0,1920,Yarra,-37.8118,144.9937,Northern Metropolitan,14949,5343,"Exclusive villa in Albir-åsen, child-friendly area with short walking distance to the beach and the city centre.
Panoramic view of Calpe, Althea/Althea Hills, Albir beach, the center and the mountains. The best hiking area is close to the house. Attractive location with a short distance to all famous sights, Benidorm, Badeland, Terra Mitica etc.
Large child-friendly outdoor areas, with terraces, barbecue area, several seating areas, sunbeds.
Child-safe playground with trampoline etc. Large child-friendly swimming pool (poolman comes weekly7 every two weeks during the winter)
There are orange and lemon trees in the garden.
Private parking space.
The entire property is fenced and very secure.
Large plot with non-slip tiles and artificial grass.
Here you can sit and enjoy panoramic views from large, exclusive terraces, where there is an outdoor kitchen/grill area, dining area/seating area. All furniture of high quality and comfortable.
Large, electric awning, if you want shade on the terrace.
The house contains:
4 large bedrooms, 4.5 bathrooms, laundry room with washing machine/dryer, large storage room, living room, dining room, TV room, 2 kitchens, glazed terrace in addition to the large outdoor terraces. 4 refrigerators inside and one outside on the terrace by the barbecue area. TV in 2 bedrooms, and TV in 2 living rooms. Norwegian channels on TV.
Internet coverage inside and outside.
The house has absolutely all equipment and furniture of top quality. Good mattresses in the beds.
At the top of the functional residence there is a large roof terrace with a 360* panoramic view. Direct access to terraces from both floors.Air
conditioning in all 4 of the bedrooms and air conditioning in both living rooms.

Price information:
Low season NOK 15,000 per week. Rental period Min 2 weeks.
For long-term rentals, the price can be discussed.

High season NOK 30,000 per week.
High season is June, July, August. And the school holidays. Rental period min. 1 week.
Price can be discussed for longer rentals.

There is a separate electricity meter, which is read on arrival/departure. Electricity is added to the rent.

Final cleaning comes in addition to the rent, and is mandatory. 300 euros.
The deposit is refunded approximately 1 week after the end of the tenancy."
Glen Waverley,2 Cherry St,5,h,1285000,S,Ray,2017-08-19 00:00:00,16.7,3150,5,2,1,651.0,124.0,1970,-,-37.8656,145.15034,Eastern Metropolitan,15321,12987,"The apartment is approx. 100 square meters including a southwest-facing terrace, and is located in rue des Ponchettes, one of the better addresses in Nice.

Anyone who wants an exceptional stay in Nice in an exclusive apartment cannot dream of anything better!

From the apartment you can enjoy the panoramic view over the sea and the Promenade des Anglais,...
... or walk the few steps to the market and stroll around the old town (Vieux Nice) with its restaurants, bakers, pasta shops, wine merchants, ice cream sellers, ...
... or stroll a few minutes away to the harbour, with the pleasure boats, fishing boats, cafes and restaurants, ...

Close to the apartment, the lift goes up to Slottshøyden - if you don't choose a brisk trip up the stairs. The trip up is rewarded by a fabulous view of the city, the harbour, the Baie des Anges and the hinterland of Provence towards the Alps. In addition to a large playground for children.

The apartment is ideally located, you can relax on the terrace and look out over the Mediterranean and the Promenade des Anglais.

And is an ideal base for excursions to the French and Italian Riviera: St Tropez, Cannes, Antibes, Villefranche, Menton, Monaco, ... - within walking distance to trams, buses and trains. Several car parks in the area around the apartment.
"
Brighton,2A Hillcrest Av,4,h,1850000,VB,Jellis,2017-08-19 00:00:00,10.5,3186,4,3,3,421.0,170.0,2000,-,-37.90542,145.00603999999996,Southern Metropolitan,10579,12916,"Pleasant and well-stocked cabin, which is very nicely located high up in Toppagrenda on Gålå. At the cabin you can enjoy good sunny conditions and have a great view of Lake Gålåvatnet. Cross-country skiing tracks and hiking trails are in the immediate vicinity of the cabin. The cross-country trail network at Gålå maintains a very high quality and is part of the 630 km long trail network in the area. Gålå Ski and Sommer Arena have slopes in Blåbærfjell and Gålågynten. Gålå is also known for being the place where the Peer Gynt theme at Gålåvatnet is performed.

The cabin is well maintained and has a windbreak, wc, living room/kitchen, 4 bedrooms, bathroom/laundry room, sauna and hallway. Cot and shed. Attic.
In addition, there is a barbecue hut and outbuildings on the property.

Parts of the plot are fenced with a ski fence.

Welcome to viewing!
"
Box Hill,6/29 Barkly St,2,u,645000,S,McGrath,2017-04-03 00:00:00,13.1,3128,2,1,1,140.0,81.0,1965,Whitehorse,-37.8271,145.1299,Eastern Metropolitan,4605,971,"Do you dream of beautiful nature, lovely views and a nice, stylish cabin? One place where you can enjoy the ""good life"" from the moment you arrive? This beautiful, newly built property in Ølnesseter Hyttegrend gives you the opportunity to do just that!

Here there are clean, simple lines outside and inside, stylish windows, beautiful floors and delicate bathrooms!

Bright and airy living room with beautiful windows that let nature into the room
Inviting kitchen with pleasant dining area and substantial kitchen furnishings with integrated white goods
Spacious loft living room with large windows and lovely views
Two stylish bathrooms
Four inviting bedrooms
About. 200 m to a wonderful trail network
Exciting terrain for cycling
Opportunities for fishing and small game hunting
About 4 miles to Fagernes and to Gol
Welcome to the viewing!"
Brighton,1/105 Cochrane St,3,u,826000,S,Biggin,2016-05-14 00:00:00,11.2,3186,3,1,2,119.0,0.0,0,Bayside,-37.8958,144.9994,Southern Metropolitan,10579,1101,"Attractive and sunny holiday property located in idyllic and scenic surroundings down by the river Vorma in Eidsvoll municipality. The property has approx. 30 meters with its own shoreline, as well as a registered right to a boat berth with its own floating jetty.

The property today appears very sheltered with trees on its own land which obstruct the view towards Vorma - possibility of felling trees for a new buyer!

The holiday home is of an older standard, mainly from the year of construction and modernization must be expected.

In short:

Inviting living room w/ cozy fireplace
Older cottage kitchen
Bedroom
Way forward
Installed electricity
Not connected to water and sewage
Immediate proximity to idyllic Vorma, as well as approx. 9 km up to Mjøsa with both guest harbors and boat associations
Owned plot of 934 sq m
Here you can enjoy lazy days in beautiful nature, only 50 minutes from the center of Oslo!"
Moonee Ponds,25 Argyle St,2,h,750000,VB,Nelson,2016-10-15 00:00:00,6.9,3039,2,1,1,0.0,0.0,0,Moonee Valley,-37.7686,144.9068,Western Metropolitan,6232,4093,"If you have a cabin dream, we now offer you a great opportunity in Valvågen on fantastic Tjeldøya.

There are many hiking opportunities here and the cabin life invites active days for those who want it. At the same time, you drive all the way to the cabin wall and have everything you need on one level in the main cabin.

The property offers, among other things, two bedrooms, a loft, a toilet room, a large living room and a balcony with a view to the sea. In the outhouse you can enjoy a warm sauna all year round. The cabin has electricity, but no water or sewage. Cinderella incinerator toilet, as well as the fact that the current owner has drilled for water which is collected in a water pump outside.

The cabin is well maintained, upgraded and ready to move into, and is sold with furniture and furnishings.

Welcome to Valvågen!
"
Essendon,32 Vanberg Rd,4,h,1670000,S,Nelson,2017-04-03 00:00:00,8.0,3040,4,2,1,291.0,183.0,1920,Moonee Valley,-37.7544,144.9325,Western Metropolitan,9264,2355,"Great log cabin with a great location by Breisetvannet. The cabin has a lovely location with a view down to the water and into Hardangervidda. There is a road to the cottage wall. Parking on own grounds. Driven trail network in winter, right on the underside of the cabin."
Box Hill,1/14 Alexander St,2,u,420000,VB,Jellis,2016-07-30 00:00:00,13.1,3128,2,1,1,0.0,0.0,1970,Whitehorse,-37.8253,145.1205,Eastern Metropolitan,4605,1010,"Active real estate v/ Jørn Tage Hereide is pleased to present this beautiful holiday home on Røyrli - a charming all-year-round cottage in a fantastic location on Kvamskogen. Sunny and well-developed plot with a large and beautiful patio - where you can enjoy both sun and nature. The property is surrounded by beautiful nature and the river that flows idyllically by. This wonderful place is less than an hour's drive from the center of Bergen.

The cabin is the perfect starting point for great ski trips for both young and old, with groomed ski slopes in the immediate area. Also in spring, summer and autumn, there are wonderful hiking opportunities close to the cabin.

The holiday home spans 3 levels and contains:
1st floor: Entrance hall and living room/kitchen
Attic: 2 bedrooms
Lower floor: Staircase, wc, bathroom and bedroom

Welcome to the viewing!"
Hawthorn,318/6 Lisson Gr,1,u,485000,S,Marshall,2016-08-28 00:00:00,4.6,3122,2,1,1,0.0,0.0,0,Boroondara,-37.8264,145.02700000000004,Southern Metropolitan,11308,3223,"Nice cottage with a sea-close location in Fjærvika in Halsanaustan in Heim municipality. The cabin was built in 1976 and maintains a simple cabin standard, but has been maintained. An outbuilding is also included. The cabin is located approx. 10 minutes away from Halsa ferry dock where there is also a Bunnpris grocery store. To Trondheim it takes approx. 2 hours and 20 minutes. Great bathing beach with nice facilities within walking distance! The right to build 1/2 part of the boathouse is included. The boathouse and berth are only approx. 100 meters below the cabin. 2 pcs. smaller recreational boats are included in the sale! Good fishing opportunities in both freshwater and saltwater.

* There is a 12-volt power system powered by a
solar panel.
* Water has been brought to the cabin wall. Water from
private pumping station with pressure tank.
* The cabin is sold with furniture as shown.
* Two smaller leisure boats and a
boat engine (4 Hp) are included
* The water is of good quality with good water pressure.
* Hunting opportunities

Welcome to viewing!"
Brunswick West,201 Hope St,2,h,711000,S,Nelson,2016-04-16 00:00:00,5.9,3055,2,1,1,177.0,87.0,1910,Moreland,-37.7619,144.9412,Northern Metropolitan,7082,1422,"Kaland & Partners Vestkanten by Eivinn Bendiksen is pleased to present Kårtveitgarden.

Centrally located, only a 5-minute drive to Ågotnes Senter
Footpath to the boathouse
Originally built in 1950. Modernized in 2000
Quiet area
Nice location all round
 

Welcome to the arranged viewing!"
Balwyn,166 Gordon St,2,h,2100000,S,Marshall,2016-03-09 00:00:00,9.7,3103,2,1,1,659.0,123.0,1920,Boroondara,-37.8094,145.0807,Southern Metropolitan,5682,507,"Do you want a cabin where you can really feel the good cabin life? Then Breisetfjellvegen 62 is perfect for you!

The cabin is nicely located on Breiset in the Sauheradfjellene 575 m above sea level. Sunny and quiet surroundings. Attractive cabin area that offers hiking opportunities in both summer and winter."
Cheltenham,28 Elliott St,4,h,1165000,S,Nick,2017-09-16 00:00:00,17.9,3192,4,2,2,594.0,0.0,0,-,-37.9727,145.07016000000004,Southern Metropolitan,9758,12688,"In the cozy cabin field LYKKESTADEN, very central in Hovden, we have a newer cabin for sale. The cabin contains 4 bedrooms.

Very tastefully furnished cabin on 2 full floors. 
Excellent location at the end of a row of cabins, perfect for children with a view to sledding / skiing / outdoor activities etc.

The cabin is set back from the road with a very central location. A short distance to alpine resorts, cross-country skiing trails and the city centre. The cabin maintains a very good standard with lovely sheltered patios. From here you have a view towards Nos, Hovdenut and the mountains to the west. Walking distance to the center with, among other things, grocery stores, clothing stores, cafes, liquor stores and restaurants."
Hampton,3/31 Thomas St,2,u,720000,S,Buxton,2016-03-09 00:00:00,13.7,3188,2,1,1,832.0,0.0,0,Bayside,-37.9387,145.0063,Southern Metropolitan,5454,3016,"The villa was designed by architect Ove Bang for Carl Stousland in 1937. An exciting property, however, it has some important limitations. The house is protected under the municipality's Orange list. 

This limits changes to the interior and exterior. A lush green lung surrounds the house and appears almost unabashed. View of the fjord between the trees. Exciting room solutions with a half-plan that turn the living room and dining room into a completely unique room. Garage in the house. Former swimming pool in separate extension. The home needs rehabilitation/refurbishment.

The proximity to the fields makes Nordberg a very popular area for families with children. There are miles of hiking trails and forest roads, as well as several idyllic ponds and water for both swimming and fishing.

About 200 m away is Joker Nordberg, open on Sundays, with mail in the shop."
Balwyn,38 Frederick St,4,h,2730000,S,RT,2016-10-15 00:00:00,9.7,3103,4,3,2,674.0,336.0,1997,Boroondara,-37.8068,145.0786,Southern Metropolitan,5682,547,"About the project
Humla Borettslag. This is the second sales step in this housing association. In total, the housing association consists of 184 apartments, in this sales stage there are a total of 70 apartments.

Selected homes in the Humla housing association can be bought from OBOS Bostart - with their own prices and conditions. Read more about this at obos.no/bostart. You can find which homes this applies to on our website, or as photo no. 2 in the photo sequence by clicking on each apartment. The same homes can also be bought as OBOS Deleie. Read more at obos.no/deleie.

Vollebekk is located in the Bjerke district in the north-east of Oslo, midway between Lunden Hageby in the east and Risløkka in the west. Here, OBOS plans to build a total of around 1,000 new homes and the first homes have already been handed over to their new owners in summer 2019 and spring 2020. The homes are located close to the Vollebekk subway stop and from here you can get to Oslo S in just 13 minutes, or to Storo on 8 minutes with either lane 4 or 5! In addition, there are several buses (no. 58 0g 60) - and trains (Alna Station) in the immediate area.

About the area
Close to the city and close to the fields.
It is a short distance to the center and you also have Lillomarka within walking distance. The area around the project is a well-established residential area and precisely in the development area, old industry is now being rehabilitated in favor of urban and modern apartments. This will be a high-quality urban and residential area in the far north of Hovinbyen.

The area around Vollebekk today mainly consists of detached houses, terraced houses and apartments in low-rise blocks surrounded by green areas. The new apartment buildings are built around green and safe outdoor areas consisting of pleasant backyards and yards and environmental streets that give priority to gentle road users. Developing Vollebekk is about giving the area a lasting boost where emphasis is placed on urban and living quality, and where exciting transitions and a good balance between public and private outdoor areas are established.

Vollebekk will be an urban area where people can live their lives with shops and businesses that meet everyday needs, and if desired, you can live there without a car. It is also a goal that the new district should capture the established local environment's need for further offers and qualities: This will be the local area's new meeting place.

Among Vollebekk's closest neighbors is Bjerkedalen Park. The park has been a prestigious project for Oslo municipality, covering over 40 acres. The park consists of a café, ball courts, ice skating rink, toboggan runs, seating areas, barbecues, benches, a nursery and cultivated green areas. There are paths through and around the entire park, various park and ornamental trees and flowers to create colorful and pleasant surroundings. The park won Oslo City's architecture award in 2015. The

surroundings are family-friendly and the road is short to several nurseries, family nurseries and schools for all levels. In the autumn of 2017, Vollebekk primary and secondary school opened, which is 2 minutes' walk away. In 2019, Vollebekk opened a kindergarten next to the school. In addition, there are a number of other primary school facilities in the local area.

This is how the homes will be
Humla Borettslag consists of a total of 184 apartments which are distributed over several sales stages. There will be a good variety in housing sizes, from smaller 2-room apartments in various sizes, to several different 3-room and 4-room apartments.
In this 2nd sales stage, there are 70 apartments.


The facades will have great variety and largely consist of maintenance-free materials such as brick, wooden panels, painted plaster and metal sheets with large glass surfaces. The homes have a shared roof terrace, and at ground level you have a green and rich courtyard.

Common areas
Large, pleasant and car-free communal yard around which the buildings surround. There will be a shared roof terrace on the roof. Some apartments will also have a private roof terrace.

Parking
Garage space can be purchased for selected apartments. Heated garage under the house, it is possible to buy a charging point for an electric car in the selection process. For information on garage space that can be purchased for the individual apartment, see the price list and/or contact the project salesperson.

Quality, standard and options
In general, the homes are delivered with light 3-strip oak parquet. There is a white and modern kitchen interior with smooth fronts and integrated white goods such as an oven, hob (induction), dishwasher and extractor fan. Space is set aside for a fridge/freezer, but this is not included. The bathroom has as standard delivery tiles on the floor with comfort heating, tiles on the wall and downlights in the ceiling. The ceiling height is generally 2.5 metres, where there are no linings. Some apartments get extra ceiling height, see drawings.
There will be options for buyers, but special attention is drawn to the fact that options for bathrooms are not possible as the bathrooms are already in production.

Heating
The homes are supplied with district heating from Fortum. Heating via radiators. Some bedrooms can have an electric panel oven fitted."
Northcote,51 Kellett St,4,h,1590000,SP,Jellis,2016-04-06 00:00:00,5.5,3070,4,1,1,484.0,0.0,1925,Darebin,-37.7672,145.0095,Northern Metropolitan,11364,4399,"4 beautiful homes at the top of Skarbekken with a great view. 1 has already been sold

1st floor: Hallway, living room/bedroom, 3 bedrooms, laundry room, bathroom, external storage room and carport
2nd floor: Living room/kitchen, bedroom, bathroom and storage room

Ryfylke Trelast delivers a great house that makes it easier for you who could plan the future.

No index adjustment or price change after contract signing. We even include construction contributions to the municipality of NOK 118,650. The buyer pays 3 installments after he has had the deed registered.

It is one of the last construction steps in this great, well-established field. The homes have a fantastic location at the top of Skarbekken with an incredible panoramic view. Here you really are at the top, with immediate proximity to the beautiful nature and very good sunny conditions. Skarbekken is a newer housing estate under development where fantastic outdoor areas, playgrounds, benches have been created and all the ground work on the estate has been completed. There is a short distance to schools, kindergartens and sports facilities, and footpaths have been created here on the field to lead the school children towards the school grounds. It is also a short distance to the center of Jørpeland, which can offer most things with a varied trade stand.

Kitchen description
Sigdal kitchen see attached drawing. The buyer is free to change within the limits given in the drawing. White goods to a value of NOK 50,000 are included in the sale

Bathroom description
See delivery description. Tiles on the floor and walls as well as sinks and bathroom furniture. Shower wall. The bathroom is supplied from Sig Halvorsen.
Consult broker if you want more information

Location
Here you really are at the top, with immediate proximity to the beautiful nature and very good sunny conditions. Skarbekken is a newer housing estate under development where fantastic outdoor areas, playgrounds, benches have been created and all the ground work on the estate has been completed. There is a short distance to schools, kindergartens and sports facilities, and footpaths have been created here on the field to lead the school children towards the school grounds. It is also a short distance to the center of Jørpeland, which can offer most things with a varied trade stand. In addition, there is a café, restaurant, cinema, golf and several outdoor activities in the same area that you are welcome to make use of. If you like forests and fields, there are nice hiking areas just outside the door, and for those who prefer the mountains, there are good choices, because here you can climb mountain peaks that are in a row here in Ryfylke.

Description of plot
The plots are from approximately 370-406 square meters. See the situation plan that describes the various sizes

General orientation
4 detached houses will be delivered as they are sold with a construction period of 12 months after commencement permit

Progress plan and completion
Completion 12 months after start-up permission has been granted

Garage/parking
Carport with large terrace of 28 sqm above"
Watsonia,8 Castlereagh Pl,3,h,715000,SP,Barry,2017-04-22 00:00:00,14.9,3087,3,1,2,312.0,0.0,0,Banyule,-37.7031,145.0773,Northern Metropolitan,2329,8484,"Garvik will now build two modern detached houses in Veavågen with the option of solar cells on the roof and the market's best housing interest rate in Husbanken.

Do you think electricity has become terribly expensive lately? Then we can help you! These detached houses will be equipped for solar cell systems on the roof from Haugaland Kraft so that you can produce your own electricity. If you have too much electricity for a period, you can save it for later!

Very good and flexible floor plan with 2 bathrooms, separate laundry room, open plan living room/kitchen and 3/4 bedrooms and loft living room. 2nd floor can be delivered with different layouts, see photos for suggested alternatives.

Garvik's homes always maintain a high standard and through many years of experience from building homes in Haugalandet, we know what matters most to you as a customer.
Although we have chosen modern and stylish products of good quality in this home, there will be good opportunities to make your own adaptations and options. Each home has min. 5 square meter outdoor sports shed.

A carport can be supplied as an option.

Here are some of the things we have paid particular attention to in this home:
Royal-impregnated cladding
Black frames on the windows
Compact internal doors with damping strips in the frame
Stairs with white lasered steps in oak, railings with steel stiles and white handrails
No moldings on the ceiling and around the window
Beautiful kitchen
Integrated appliances including oven, induction hob, dishwasher and fridge/freezer combination cabinet
Terrace paving in front of the kitchen/living room with royal-impregnated terrace boards that require very little maintenance.

Heating
Black steel pipe and stove from Nordpeis type DUO 5 DV.
Heating cables in the bathroom on the 1st and 2nd floor. as well as in the laundry room

Plot/exterior
Each plot will be approx. 450-500 square meters and will be finally determined by surveying the municipality. Minor deviations in plot size may occur and will not give grounds for a price reduction or compensation. The driveway/turning area/yard is asphalted. Other outdoor areas are machine-planned with local masses. Construction requires final approval from Karmøy municipality.
"
